Id,SalePrice
1461,169277.052498
1462,187758.393989
1463,183583.68357
1464,179317.477511
1465,150730.079977
1466,177150.989247
1467,172070.659229
1468,175110.95652
1469,162011.698832
1470,160726.247831
1471,157933.279456
1472,145291.24502
1473,159672.017632
1474,164167.518302
1475,150891.638244
1476,179460.965187
1477,185034.628914
1478,182352.192645
1479,183053.458214
1480,187823.339254
1481,186544.114328
1482,158230.775205
1483,190552.829321
1484,147183.674872
1485,185855.300905
1486,174350.470677
1487,201740.620691
1488,162986.378896
1489,162330.199086
1490,165845.938617
1491,180929.622877
1492,163481.50152
1493,187798.076714
1494,198822.198943
1495,194868.4099
1496,152605.298564
1497,147797.702837
1498,150521.968993
1499,146991.630154
1500,150306.307815
1501,151164.372535
1502,151133.706961
1503,156214.042541
1504,171992.760735
1505,173214.91255
1506,192429.187346
1507,190878.695085
1508,194542.544136
1509,191849.439073
1510,176363.773908
1511,176954.185412
1512,176521.216976
1513,179436.70481
1514,220079.756777
1515,175502.918109
1516,188321.073834
1517,163276.32445
1518,185911.366293
1519,171392.830997
1520,174418.207021
1521,179682.709604
1522,179423.751582
1523,171756.918092
1524,166849.638174
1525,181122.168677
1526,170934.462747
1527,159738.29258
1528,174445.759558
1529,174706.36366
1530,164507.672539
1531,163602.512173
1532,154126.27025
1533,171104.853481
1534,167735.392705
1535,183003.613338
1536,172580.381161
1537,165407.889105
1538,176363.773908
1539,175182.950899
1540,190757.177789
1541,167186.995772
1542,167839.376779
1543,173912.421165
1544,154034.917446
1545,156002.955794
1546,168173.943299
1547,168882.437104
1548,168173.943299
1549,157580.177552
1550,181922.15256
1551,155134.227843
1552,188885.57332
1553,183963.193012
1554,161298.762306
1555,188613.667631
1556,175080.111823
1557,174744.400305
1558,168175.911337
1559,182333.472575
1560,158307.206742
1561,193053.055502
1562,175031.089987
1563,160713.294603
1564,173186.215014
1565,191736.759806
1566,170401.630997
1567,164626.57788
1568,205469.409445
1569,209561.784212
1570,182271.503072
1571,178081.549428
1572,178425.956139
1573,162015.318512
1574,181722.420373
1575,156705.730169
1576,182902.420342
1577,157574.595395
1578,184380.739101
1579,169364.469226
1580,175846.179822
1581,189673.295302
1582,174401.317716
1583,179021.448719
1584,189196.845337
1585,139647.095721
1586,161468.198289
1587,171557.323179
1588,179447.368042
1589,169611.619018
1590,172088.872656
1591,171190.624129
1592,154850.508362
1593,158617.65572
1594,209258.336937
1595,177939.027627
1596,194631.1003
1597,213618.871563
1598,198342.504229
1599,138607.971472
1600,150778.958977
1601,146966.23034
1602,162182.59621
1603,176825.940961
1604,152799.812402
1605,180322.322067
1606,177508.027228
1607,208029.642652
1608,181987.28251
1609,160172.727974
1610,176761.317654
1611,176515.497545
1612,176270.453065
1613,183050.846258
1614,150011.102062
1615,159270.537809
1616,163419.663729
1617,163399.983346
1618,173364.161506
1619,169556.835902
1620,183690.595996
1621,176980.914909
1622,204773.362225
1623,174728.655998
1624,181873.458244
1625,177322.000824
1626,193927.939042
1627,181715.622732
1628,199270.8412
1629,177109.589956
1630,153909.578271
1631,162931.203336
1632,166386.756718
1633,173719.303798
1634,179757.925657
1635,179007.601964
1636,180370.808623
1637,185102.616731
1638,198825.563452
1639,184294.576009
1640,200443.792056
1641,181294.784484
1642,174354.336268
1643,172023.677782
1644,181666.922855
1645,179024.49127
1646,178324.191576
1647,184534.676688
1648,159397.250379
1649,178430.966728
1650,177743.799386
1651,179395.305519
1652,151713.384748
1653,151713.384748
1654,168434.977996
1655,153999.100311
1656,164096.097354
1657,166335.403037
1658,163020.725376
1659,155862.510669
1660,182760.651096
1661,201912.270623
1662,185988.233988
1663,183778.44888
1664,170935.859218
1665,184468.908382
1666,191569.089663
1667,232991.025584
1668,180980.721388
1669,164279.130482
1670,183859.460411
1671,185922.465682
1672,191742.778119
1673,199954.072466
1674,180690.274753
1675,163099.309636
1676,140791.922472
1677,166481.866476
1678,172080.434497
1679,191719.161659
1680,160741.098613
1681,157829.546855
1682,196896.748596
1683,159675.42399
1684,182084.790902
1685,179233.926374
1686,155774.270902
1687,181354.326716
1688,179605.563664
1689,181609.348661
1690,178221.531623
1691,175559.920736
1692,200328.822792
1693,178630.06056
1694,177174.535222
1695,172515.687369
1696,204032.992923
1697,176023.232788
1698,202202.073342
1699,181734.480076
1700,183982.158993
1701,188007.942415
1702,185922.966764
1703,183978.544875
1704,177199.618639
1705,181878.647957
1706,173622.088728
1707,180728.168563
1708,176477.026606
1709,184282.266698
1710,162062.475384
1711,182550.070992
1712,180987.949625
1713,178173.797621
1714,179980.635949
1715,173257.637826
1716,177271.291059
1717,175338.355442
1718,177548.14055
1719,175969.916629
1720,175011.481953
1721,185199.372568
1722,188514.050229
1723,185080.145269
1724,157304.402574
1725,194260.859481
1726,181262.329995
1727,157003.292707
1728,182924.49936
1729,181902.586375
1730,188985.371708
1731,185290.904495
1732,177304.425753
1733,166274.900491
1734,177807.42053
1735,180330.624816
1736,179069.112235
1737,175943.371817
1738,185199.05061
1739,167350.910825
1740,149315.311876
1741,139010.847767
1742,155412.151845
1743,171308.313985
1744,176220.543266
1745,177643.434992
1746,187222.653265
1747,185635.132083
1748,206492.534216
1749,181681.021082
1750,180500.198073
1751,206486.170868
1752,161334.301195
1753,176156.558314
1754,191642.223479
1755,191945.808028
1756,164146.306037
1757,179883.057071
1758,178071.137669
1759,188241.637897
1760,174559.656173
1761,182347.363042
1762,191507.251873
1763,199751.865597
1764,162106.416145
1765,164575.982314
1766,179176.352181
1767,177327.403858
1768,177818.083762
1769,186965.204048
1770,178762.742169
1771,183322.866146
1772,178903.295932
1773,186570.129422
1774,199144.242829
1775,172154.713311
1776,177444.019202
1777,166200.938073
1778,158995.770556
1779,168273.282455
1780,189680.453053
1781,181681.021082
1782,160277.142644
1783,197318.547158
1784,162228.935604
1785,187340.455456
1786,181065.347037
1787,190233.609103
1788,157929.594852
1789,168557.001935
1790,160805.584646
1791,221648.391978
1792,180539.880798
1793,182105.616284
1794,166380.852603
1795,178942.155617
1796,162804.7478
1797,183077.684393
1798,171728.472029
1799,164786.741541
1800,177427.26717
1801,197318.547158
1802,178658.114178
1803,185437.320524
1804,169759.65249
1805,173986.635055
1806,168607.664289
1807,194138.519145
1808,192502.440922
1809,176746.969819
1810,177604.891703
1811,193283.746585
1812,181627.061007
1813,169071.620258
1814,167398.006471
1815,150106.505142
1816,159650.304286
1817,179471.235975
1818,177109.589956
1819,166558.113328
1820,153796.71432
1821,174520.152571
1822,196297.958295
1823,169100.681601
1824,176911.319164
1825,169234.645483
1826,172386.297919
1827,156031.904802
1828,168202.892307
1829,166505.984018
1830,176507.370221
1831,180116.752553
1832,183072.740591
1833,189595.964678
1834,167523.919076
1835,210817.775863
1836,172942.930813
1837,145286.278144
1838,176468.653371
1839,159040.069562
1840,178518.204333
1841,169163.980787
1842,189786.685275
1843,181246.728524
1844,176349.927154
1845,205266.631009
1846,187397.993362
1847,208943.427726
1848,165014.532908
1849,182492.037566
1850,161718.71259
1851,180084.118941
1852,178534.950802
1853,151217.259961
1854,156342.717588
1855,188511.443835
1856,183570.337897
1857,225810.160292
1858,214217.401132
1859,187665.641016
1860,161157.177744
1861,187643.992594
1862,228156.372839
1863,220449.534665
1864,220522.352084
1865,156647.763532
1866,187388.833375
1867,178640.723792
1868,180847.216739
1869,159505.170529
1870,164305.538021
1871,180181.196737
1872,184602.73499
1873,193440.372174
1874,184199.78821
1875,196241.892908
1876,175588.618271
1877,179503.046547
1878,183658.076583
1879,193700.976276
1880,165399.624507
1881,186847.944787
1882,198127.732878
1883,183320.898108
1884,181613.606697
1885,178298.791762
1886,185733.534001
1887,180008.188485
1888,175127.596216
1889,183467.176863
1890,182705.546022
1891,152324.943593
1892,169878.515981
1893,183735.975077
1894,224118.280106
1895,169355.202465
1896,180054.276407
1897,174081.601977
1898,168494.985022
1899,181871.598843
1900,173554.489658
1901,169805.382166
1902,176192.990729
1903,204264.392847
1904,169630.906957
1905,185724.838807
1906,195699.036282
1907,189494.276162
1908,149607.905673
1909,154650.199046
1910,151579.55814
1911,185147.380531
1912,196314.531204
1913,210802.395364
1914,166271.286373
1915,154865.359143
1916,173575.505287
1917,179399.563554
1918,164280.776562
1919,171247.489481
1920,166878.587182
1921,188129.459711
1922,183517.343697
1923,175522.026926
1924,190060.105331
1925,174179.824772
1926,171059.523675
1927,183004.186769
1928,183601.647387
1929,163539.327186
1930,164677.676392
1931,162395.073865
1932,182207.63232
1933,192223.93979
1934,176391.82939
1935,181913.179121
1936,179136.097888
1937,196595.568243
1938,194822.365691
1939,148356.669441
1940,160387.604264
1941,181276.500572
1942,192474.817899
1943,157699.907796
1944,215785.540813
1945,181824.300999
1946,221813.009482
1947,165281.292597
1948,255629.49047
1949,173154.590991
1950,183884.652465
1951,200210.353608
1952,186599.221265
1953,192718.532696
1954,178628.665953
1955,180650.342418
1956,206003.107947
1957,166457.678449
1958,202916.221653
1959,192463.969983
1960,171775.49719
1961,175249.222149
1962,147086.59894
1963,149709.6721
1964,171411.404534
1965,178188.964799
1966,156491.711373
1967,180953.241201
1968,203909.759061
1969,175470.149088
1970,205578.333622
1971,199428.857699
1972,187599.163869
1973,192265.19811
1974,196666.554898
1975,155537.862253
1976,169543.240621
1977,202487.010171
1978,208232.716273
1979,173621.195203
1980,172414.608572
1981,164400.756416
1982,160480.424025
1983,156060.85381
1984,157437.192821
1985,158163.72093
1986,154849.043269
1987,152186.609342
1988,180340.215399
1989,178344.624514
1990,190170.382267
1991,168092.975481
1992,178757.912567
1993,174518.256882
1994,198168.490116
1995,176882.693979
1996,183801.672896
1997,196400.046681
1998,172281.605004
1999,196380.366297
2000,198228.354307
2001,195556.581269
2002,186453.264469
2003,181869.381196
2004,175610.840124
2005,183438.7308
2006,179584.488673
2007,182386.152242
2008,160750.367237
2009,182477.505046
2010,187720.359207
2011,187201.942082
2012,176385.102235
2013,175901.787841
2014,182584.280198
2015,195664.686104
2016,181420.346494
2017,176676.049952
2018,181594.678867
2019,178521.747965
2020,175895.883726
2021,168468.005916
2022,200973.129448
2023,197030.641992
2024,192867.417845
2025,196449.247639
2026,141684.196399
2027,153353.334124
2028,151143.549017
2029,163753.087114
2030,158682.460014
2031,144959.835251
2032,160144.390549
2033,156286.534304
2034,165726.70762
2035,182427.481047
2036,173310.56154
2037,173310.56154
2038,151556.01403
2039,158908.146069
2040,209834.383093
2041,192410.516551
2042,174026.247295
2043,195499.830115
2044,200918.018812
2045,207243.616024
2046,196149.783852
2047,192097.91485
2048,178570.948924
2049,228617.968325
2050,199929.884438
2051,160206.365613
2052,179854.431886
2053,185987.340462
2054,161122.505608
2055,175949.34272
2056,183683.590595
2057,176401.347623
2058,205832.532528
2059,177799.799849
2060,167565.36208
2061,186348.958437
2062,179782.759465
2063,169837.623333
